id,created_date,updated_date,name,industry,size,location,description,website,slogan,company_type,country,addresses,working_days,overtime_policy,vector_context,benefits
7,2026-08-05 07:43:52.778526,2026-08-05 08:42:12.358417,Topicus Vietnam,Software Products and Web Services,51-150 employees,Quận Phú Nhuận,"Meaning something for society, that is what drives us. Making an impact with IT. We think that's the most normal thing in the world, but it makes working at Topicus fundamentally different. Millions of people use our products every day. IT solutions that really benefit healthcare, education, the financial world and the social domain. In all areas where we can help with our tech knowledge, we try to give control to citizens, increase self-reliance and reduce vulnerability. To this end, we transform complex issues and technology into user-friendly tech platforms and products. We do this from Vietnam, The Netherlands and Romania. And our ambitions go even further. We actively explore markets within and outside Europe. We do this with more than 1,000 Topicans. Every day we want to get smarter. Making ourselves and each other even better and developing skills further. We do this with the Development Compass, the Topicus University, guilds, the coaching pool, the Topicus Technology Master and other great events. Because we serve multiple markets, we have access to a wealth of knowledge, experience and tools. Interested in joining a dynamic and innovative company that values your skills and offers opportunities for professional growth? Apply now and become a vital part of our team!",https://topicus.nl/en,Topicus Vietnam,PRODUCT,NETHERLANDS,"['106 Nguyen Van Troi Street, Quận Phú Nhuận, Hồ Chí Minh']",Monday - Friday,No OT,Company Name: Topicus Vietnam. Type: Product. Industry: Software Products and Web Services. Size: 51-150 employees. Country: Netherlands. Location: Quận Phú Nhuận. Working Days: Monday - Friday. Overtime Policy: No OT. Description: Topicus Vietnam is an active technology employer..,"['Dynamic and international working environment', 'Hybrid working model and good work-life balance', 'Attractive salary and benefits', 'Attractive salary (annual salary review).', 'Fixed 13th-month salary and performance bonus.', 'Full salary during probation and full coverage of social insurance.', 'Hybrid working model and good work-life balance.', 'Premium healthcare (with annual health check-up).', '16 days of annual leave per year.', '5 paid sick leave days.', 'Dynamic and international English-speaking working environment.', 'Regular gatherings (happy hour, bimonthly dinner, social events, etc.).', 'Annual company trip.', 'Fully stocked pantry with coffee and snacks.', 'Budget for team activities.', 'Supportive and diverse work environment that promotes continuous learning.', 'Opportunity for traveling and training in the Netherlands.']"
134,2026-08-05 08:38:24.042760,2026-08-05 08:40:26.494171,MIJO CONNECTED VIETNAM,IT Services and IT Consulting,1-50 employees,"Mezzanine floor, 384 Hoang Dieu street, Khanh Hoi, Ho Chi Minh","About Mijo Connected Vietnam At Mijo Connected, we believe the best technology feels invisible. Our mission is to empower brands to seamlessly integrate smart, connected experiences into the products people already love. We provide the modular hardware and software that lets brands focus on customer facing designs, while we handle the innovation engine. If you want to build technology that enhances everyday life in meaningful and stylish ways, your work has a home here. Join us and help build the bridge between great products and a smarter, more connected life.",https://mijoconnected.com/,LET'S CONNECT,CONSULTING,UNITED_STATES,"['Mezzanine floor, 384 Hoang Dieu street, Quận 4, Hồ Chí Minh']",Monday - Friday,No OT,"Company Name: MIJO CONNECTED VIETNAM. Slogan: LET'S CONNECT. Type: Consulting. Industry: IT Services and IT Consulting. Size: 1-50 employees. Country: United States. Location: Mezzanine floor, 384 Hoang Dieu street, Khanh Hoi, Ho Chi Minh. Working Days: Monday - Friday. Overtime Policy: No OT. Description: About Mijo Connected Vietnam At Mijo Connected, we believe the best technology feels invisible. Our mission is to empower brands to seamlessly integrate smart, connected experiences into the products people already love. We provide the modular hardware and software that lets brands focus on customer facing designs, while we handle the innovation engine. If you want to build technology that enhances everyday life in meaningful and stylish ways, your work has a home here. Join us and help build the bridge between great products and a smarter, more connected life..",[]
389,2026-08-05 10:51:11.761189,2026-08-05 10:53:17.849014,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ & TÀI CHÍNH NOBLEX,"Real Estate, Property and Construction",151-300 employees,"Sunshine Center, 16 Phạm Hùng, Tu Liem, Ha Noi","NobleX - Nhà phát triển tiên phong dòng bất động sản xa xỉ phẩm, thành viên thuộc tập đoàn Sunshine Các Dự án hiện Công ty đang kinh doanh phân phối: Noble Crystal Tây Hồ, Noble Crystal Long Biên, Noble Palace Tây Hồ, Noble Palace Long Biên, Noble Palace Tây Thăng Long, Noble Empire Tây Hồ... Khối công nghệ NobleX, tập trung phát triển Công nghệ các nền tảng Fintech, Blockchain và AI. Chúng tôi đang xây dựng hệ sinh thái công nghệ cho bất động sản số: giao dịch online, livestream bán hàng, đấu giá thông minh, digital banking, AI agent,…. – hướng tới trải nghiệm người dùng hiện đại và minh bạch.",https://noble.vn/,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ & TÀI CHÍNH NOBLEX,PRODUCT,VIETNAM,"['Sunshine Center, 16 Phạm Hùng, Quận Tây Hồ, Hà Nội']",Monday - Friday,No OT,"Company Name: CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ & TÀI CHÍNH NOBLEX. Slogan: CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ & TÀI CHÍNH NOBLEX. Type: Product. Industry: Real Estate, Property and Construction. Size: 151-300 employees. Country: Vietnam. Location: Sunshine Center, 16 Phạm Hùng, Tu Liem, Ha Noi. Working Days: Monday - Friday. Overtime Policy: No OT. Description: NobleX - Nhà phát triển tiên phong dòng bất động sản xa xỉ phẩm, thành viên thuộc tập đoàn Sunshine Các Dự án hiện Công ty đang kinh doanh phân phối: Noble Crystal Tây Hồ, Noble Crystal Long Biên, Noble Palace Tây Hồ, Noble Palace Long Biên, Noble Palace Tây Thăng Long, Noble Empire Tây Hồ... Khối công nghệ NobleX, tập trung phát triển Công nghệ các nền tảng Fintech, Blockchain và AI. Chúng tôi đang xây dựng hệ sinh thái công nghệ cho bất động sản số: giao dịch online, livestream bán hàng, đấu giá thông minh, digital banking, AI agent,…. – hướng tới trải nghiệm người dùng hiện đại và minh bạch..",[]
171,2026-08-05 08:55:24.248219,2026-08-05 08:57:36.447807,"Porters Asia Vietnam Co., Ltd.",IT Services and IT Consulting,1-50 employees,"5th Floor, DALI Tower, 24C Phan Dang Luu, Gia Dinh, Ho Chi Minh","About PORTERS ASIA Now and in the past, in the East and in the West, “ WORKING ” has always been the foundation that supports the social system. Employment is a universal infrastructure around the world, and the human resources business is a crucial element that supports the foundation of our lives. No matter how much the world changes and evolves, we believe that the solutions in the human resources business should always be one step ahead of these changes and evolutions. PORTERS aims to solve the challenges of employment infrastructure by providing cloud solutions that accelerate the human resources business. We want to be closely connected to the human resources business and to the enriched lives of the working people beyond that. We share this aspiration within our team and will continue to evolve the world's employment infrastructure. Why PORTERS ASIA? Shaping the future of HR with innovative cloud solutions. Be part of a team that's one step ahead in the employment industry. Competitive salary, full probation salary, and bonuses. Annual trips, health check-ups, and internal events.",https://porters.jp,"🚀 Matching, Change your business",PRODUCT,JAPAN,"['5th Floor, DALI Tower, 24C Phan Dang Luu, Quận Bình Thạnh, Hồ Chí Minh']",Monday - Friday,No OT,"Company Name: Porters Asia Vietnam Co., Ltd.. Slogan: 🚀 Matching, Change your business. Type: Product. Industry: IT Services and IT Consulting. Size: 1-50 employees. Country: Japan. Location: 5th Floor, DALI Tower, 24C Phan Dang Luu, Gia Dinh, Ho Chi Minh. Working Days: Monday - Friday. Overtime Policy: No OT. Description: About PORTERS ASIA Now and in the past, in the East and in the West, “ WORKING ” has always been the foundation that supports the social system. Employment is a universal infrastructure around the world, and the human resources business is a crucial element that supports the foundation of our lives. No matter how much the world changes and evolves, we believe that the solutions in the human resources business should always be one step ahead of these changes and evolutions. PORTERS aims to solve the challenges of employment infrastructure by providing cloud solutions that accelerate the human resources business. We want to be closely connected to the human resources business and to the enriched lives of the working people beyond that. We share this aspiration within our team and will continue to evolve the world's employment infrastructure. Why PORTERS ASIA? Shaping the future of HR with innovative cloud solutions. Be part of a team that's one step ahead in the employment industry. Competitive salary, full probation salary, and bonuses. Annual trips, health check-ups, and internal events..","['Providing market-competitive salary, benefits', 'Performance review (Twice a year)', 'Full Social Insurance', 'Providing market-competitive salary, benefits, can work remotely in future.', 'As you contribute to the development of in-house products and acquire business skills in the HR tech field, you will have the opportunity to lead product strategy for business expansion, including planning and development of new business ventures.', 'Parking Allowances.', 'Full salary for probation.', 'Social Insurance in full gross salary.', 'Performance review (Twice a year).', 'Bonus at the end of the year based on performance evaluation results and company revenue.', 'Annual leave,Special leave days.', 'Annual health check-up.', 'Company trip and other internal events.']"
108,2026-08-05 08:27:44.449921,2026-08-05 08:42:00.414564,Rakus Vietnam Company,Software Products and Web Services,51-150 employees,Quận Phú Nhuận,"Chúng tôi là ""Product Company"" (Công ty làm sản phẩm). Là công ty con 100% vốn của Rakus Co., Ltd. (Tokyo/Osaka), chúng tôi tự tay nuôi dưỡng và phát triển sản phẩm của chính mình. Nếu bạn đã mệt mỏi với những dự án bấp bênh (Outsourcing) hay áp lực phải giỏi ngoại ngữ, hãy ""về nhà"" tại Rakus. Đây là nơi sự ổn định và kỹ năng chuyên môn được tôn trọng cao nhất. 👉 Ứng tuyển ngay hôm nay! Và gia nhập đội ngũ phát triển series sản phẩm ""Rakuraku"" – SaaS chiếm thị phần số 1 tại Nhật Bản.",https://www.rakus.com.vn/,Our cloud services are No.1 market share in back-office web services in Japan!,PRODUCT,JAPAN,"['Tầng 7, QTSC Building 1, Đường số 14, CVPM Quang Trung, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh']",Monday - Friday,No OT,Company Name: Rakus Vietnam Company. Type: Product. Industry: Software Products and Web Services. Size: 51-150 employees. Country: Japan. Location: Quận Phú Nhuận. Working Days: Monday - Friday. Overtime Policy: No OT. Description: Rakus Vietnam Company is an active technology employer..,"['No English/Japanese Required', '3 kỳ nghỉ dài (9 ngày liên tục/kỳ) mỗi năm', 'Nền tảng vững chắc (PHP/Java) x AI Tech', 'Chắc chắn ""14 tháng lương"": Bao gồm lương tháng 13 + 1 tháng thưởng cố định (được nhận bất kể KPI). Tài chính gia đình bạn luôn được đảm bảo.', 'Xét tăng lương: 2 lần/năm. Lộ trình thăng tiến rõ ràng, cấp trên sẽ hỗ trợ bạn thăng cấp để đạt mức lương cao hơn.', 'Công ty đóng BHXH ở mức 100% lương gross.', '100 % lương trong thời gian thử việc.', 'Bảo hiểm đặc biệt: Chi phí y tế của bạn được chi trả phần lớn bởi gói bảo hiểm cao cấp do công ty đài thọ.', 'Hỗ trợ người thân: Hỗ trợ thủ tục để vợ/chồng và con cái tham gia gói bảo hiểm nhóm của công ty (tự nguyện).', 'Nghỉ phép siêu linh hoạt: 12 ngày phép năm có thể chia nhỏ để nghỉ theo ""đơn vị 30 phút"".""Sáng đưa con đi học"",""Chiều về sớm đón con"",""Đưa người nhà đi khám bệnh""... Tất cả đều OK! Chúng tôi ủng hộ tuyệt đối việc bạn chăm sóc gia đình.', '""Sáng đưa con đi học"",""Chiều về sớm đón con"",""Đưa người nhà đi khám bệnh""... Tất cả đều OK! Chúng tôi ủng hộ tuyệt đối việc bạn chăm sóc gia đình.', 'Khám sức khỏe định kỳ.', 'Du lịch 5 sao: Company Trip hàng năm (3 ngày 2 đêm) tại các resort cao cấp. Tài trợ 50% chi phí tour cho gia đình nhân viên.', 'Sự kiện liên tục: Tiệc sinh nhật hàng tháng, Year End Party hoành tráng, Lì xì Tết, quà tặng Trung thu, ngày phụ nữ, ngày nam nhân, Giáng sinh,...', 'Ngân sách team: Cấp 170.000 VND/người/tháng cho team building (ăn uống, cafe, picnic cùng đồng nghiệp).', 'Tham gia các CLB thể thao (Futsal, cầu lông)', 'Thứ 2~ thứ 6, từ 8:30~ 17:30', '12 ngày phép năm + 11 ngày nghỉ lễ lịch VN + 7 ngày nghỉ lễ lịch Nhật = 30 ngày', 'Hầu như Không làm thêm giờ (No Overtime)', 'Cơ hội được cử đi Nhật đào tạo. Các kỹ sư người Nhật hỗ trợ OJT (on the job training)', 'Training kỹ năng mềm theo level', 'Seminar kỹ thuật hàng tháng', 'MVP of the Year – Nhân viên xuất sắc mỗi năm được trải nghiệm và làm việc tại Nhật 1 tuần.', 'Quarterly MVP – Giải thưởng Nhân viên xuất sắc của Quý', 'Giải thưởng nhân viên 5 năm, …']"
141,2026-08-05 08:41:48.025200,2026-08-05 08:43:51.797142,WorkBuddy,IT Services and IT Consulting,1-50 employees,"39 Nguyễn Duy Hiệu, An Khanh, Ho Chi Minh","WorkBuddy is an Australia-based company. We deliver transformative job management solutions that help businesses reach new heights. We help businesses - particularly in trade, construction, maintenance, cleaning, plumbing, and facilities - manage the whole life-cycle of jobs done in the field. It's a system to coordinate staff, jobs, assets, subcontractors, compliance, and reporting, rather than relying on spreadsheets or disconnected tools. What WorkBuddy can do Job & Workforce Management: End-to-end job tracking, scheduling, mobile field apps, and subcontractor coordination. Operations & Compliance: Tools for safety, compliance, asset tracking, and project management. Business Insights: Reporting and dashboards for performance monitoring and data-driven decisions. Integrations: Connects with accounting systems, business intelligence tools, and third-party platforms to streamline data and workflows. At WorkBuddy, you'll thrive in a fast-paced setting and tackle challenges head-on. You'll take initiative and see your work make an impact. Everyone is deeply committed to building high-quality products, staying ahead with the latest technology, and putting user experience at the heart of what we do. Together, we create solutions we're proud of.",https://workbuddy.com/,WorkBuddy,PRODUCT,AUSTRALIA,"['39 Nguyễn Duy Hiệu, Hồ Chí Minh']",Monday - Friday,No OT,"Company Name: WorkBuddy. Slogan: WorkBuddy. Type: Product. Industry: IT Services and IT Consulting. Size: 1-50 employees. Country: Australia. Location: 39 Nguyễn Duy Hiệu, An Khanh, Ho Chi Minh. Working Days: Monday - Friday. Overtime Policy: No OT. Description: WorkBuddy is an Australia-based company. We deliver transformative job management solutions that help businesses reach new heights. We help businesses - particularly in trade, construction, maintenance, cleaning, plumbing, and facilities - manage the whole life-cycle of jobs done in the field. It's a system to coordinate staff, jobs, assets, subcontractors, compliance, and reporting, rather than relying on spreadsheets or disconnected tools. What WorkBuddy can do Job & Workforce Management: End-to-end job tracking, scheduling, mobile field apps, and subcontractor coordination. Operations & Compliance: Tools for safety, compliance, asset tracking, and project management. Business Insights: Reporting and dashboards for performance monitoring and data-driven decisions. Integrations: Connects with accounting systems, business intelligence tools, and third-party platforms to streamline data and workflows. At WorkBuddy, you'll thrive in a fast-paced setting and tackle challenges head-on. You'll take initiative and see your work make an impact. Everyone is deeply committed to building high-quality products, staying ahead with the latest technology, and putting user experience at the heart of what we do. Together, we create solutions we're proud of..",[]
257,2026-08-05 09:35:02.556411,2026-08-05 12:05:42.936092,Usol Vietnam,Information Technology,100-499,"Cầu Giấy, Hà Nội","USOL Vietnam Co., Ltd. is a member of Nihon Unisys Group. We are gradually affirmed our position in the outsourcing market of Vietnam and Asia. Along with the providing solutions and services for the Japanese market, USOL Vietnam ambition is to develop the market share in Vietnam and many other countries in the region. Create opportunities for intellectual and talent human resource development is our goal.Currently, our company provides development solutions for Middleware, open system, software for the financial industry, public sector and Industry solutions system, Trade and diversified IT services. USOL Vietnam always understand and meet customer requirements to create the highest quality software, confirmed the value of competition in the market.",https://www.usol-v.com.vn/,Create opportunities for intellectual and talent human resource development in Vietnam,OUTSOURCING,VIETNAM,"['Tầng 20, Tháp Hòa Bình, 106 Hoàng Quốc Việt, Quận Cầu Giấy, Hà Nội']",Monday - Friday,Extra salary for OT,"Company Name: Usol Vietnam. Slogan: Create opportunities for intellectual and talent human resource development in Vietnam. Type: Outsourcing. Industry: Information Technology. Size: 100-499. Country: Vietnam. Location: Cầu Giấy, Hà Nội. Description: USOL Vietnam Co., Ltd. is a member of Nihon Unisys Group. We are gradually affirmed our position in the outsourcing market of Vietnam and Asia. Along with the providing solutions and services for the Japanese market, USOL Vietnam ambition is to develop the market share in Vietnam and many other countries in the region. Create opportunities for intellectual and talent human resource development is our goal.Currently, our company provides development solutions for Middleware, open system, software for the financial industry, public sector and Industry solutions system, Trade and diversified IT services. USOL Vietnam always understand and meet customer requirements to create the highest quality software, confirmed the value of competition in the market..","['Học tiếng Nhật miễn phí tại công ty;', 'Lương tháng thứ 14, 15', 'Thanh toán OT đầy đủ theo luật định']"
65,2026-08-05 08:06:02.143872,2026-08-05 12:01:05.556985,Motorist Pte Ltd,Information Technology,10-24,"Quận 3, TP Hồ Chí Minh","Motorist.sg is Singapore's Leading AutoConcierge Platform that simplifies vehicle ownership. We offer a suite of vehicle management tools, including on-demand auto services. You can connect to a network of motorists and motor services so you’ll never miss out on what you need to know. Motorist.sg has become one of the largest driver’s communities in Singapore, transacting millions of dollars worth of vehicles every month. Do visit Motorist website at https://www.motorist.sg or email to learn more about us and be a part of Motorist.",http://www.motorist.sg,Motorist.sg is Singapore's Leading AutoConcierge Platform that simplifies vehicle ownership.,PRODUCT,VIETNAM,"['D003 chung cư Sadora , số 2, đường số 13, Phường Thủ Thiêm, Thành phố Thủ Đức, Hồ Chí Minh']",Monday - Friday,No OT,"Company Name: Motorist Pte Ltd. Slogan: Motorist.sg is Singapore's Leading AutoConcierge Platform that simplifies vehicle ownership.. Type: Product. Industry: Information Technology. Size: 10-24. Country: Vietnam. Location: Quận 3, TP Hồ Chí Minh.","['Highly competitive salary and benefits package', 'Excellent environment and team to help you grow.', ""We are Singapore's leading car portal"", 'We are one of the leading car portals in Singapore (SME company)', 'Work in a startup environment with young, smart and driven individuals', 'Beautiful co-working space equipped with a library, resting space, indoor garden, bathroom and community bar', 'Excellent salary with good benefit.', 'Allocate modern working devices: Laptop, Macbook, Second Monitor, Test Phone, etc...', 'PVI Health Insurance.', 'Compulsory insurance according to Vietnam Labor Law base on gross salary.', 'Salary review based on performance yearly.', 'Unlimited potential for the career path.', 'Free and unlimited coffee, tea, snack, fruit... in office.', 'Yearly company trip - Year End Party.', '15 daysannual leaves, increase 1 day every year. Working hours: 7 hours x 5 days/week (Monday to Friday)', 'Free language training: English (company-sponsored).', 'A chance for you to learn and speak in English with your colleagues in Singapore', 'Receive the opportunity to travel to Singapore to work and learn']"
59,2026-08-05 08:04:53.362820,2026-08-05 08:43:17.916059,Finhay,Financial Services,51-150 employees,Quận Ba Đình,"About Finhay Founded in 2017, Finhay is currently one of the most popular individual-investment digital platforms in Vietnam with more than 2.7 million users. Concurrently, Finhay is the owner of a securities company (license number 50/UBCK-GPHDKD issued by the State Securities Commission on December 29, 2006). Finhay has been certified as a Science and Technology Enterprise by Hanoi Department of Science and Technology. Moreover, Finhay entered the Top 100 Fintech of the World in 2019, according to KPMG. We have always strived to bring financial investment solutions that are simple and easily accessible through the application of technology. After 5 years of operation, Finhay now owns an ""ecosystem"" with diverse services which allows users to spend, accumulate, invest and allocate portfolios effectively with products such as securities, gold, fund certificates, etc. By starting with just a small amount of capital, users can build up solid assets for the future. If you are interested in the dynamic fintech field, love conquering exciting challenges in building a comprehensive financial platform & solution, and creating beautiful and valuable products for the community, then Finhay is the place for you.",https://finhay.com.vn/,A licensed all-in-one digital investment platform,PRODUCT,VIETNAM,"['8th Floor, Capital Building, 58 Kim Ma Street, Quận Ba Đình, Hà Nội']",Monday - Friday,No OT,Company Name: Finhay. Type: Product. Industry: Financial Services. Size: 51-150 employees. Country: Vietnam. Location: Quận Ba Đình. Working Days: Monday - Friday. Overtime Policy: No OT. Description: Finhay is an active technology employer..,"['Passionate', 'Innovative', 'Trustworthy']"
566,2026-08-05 13:02:50.798459,2026-08-05 13:14:07.443063,Công Ty Truyền Tải Điện 4,Điện/Điện tử,50-150 employees,"Số 413 Đường Song hành Xa lộ Hà Nội, Khu phố 52, Phường Thủ Đức, Tp.HCM","Công ty Truyền tải điện 4 là đơn vị thành viên của Tổng Công ty Truyền tải điện Quốc gia thuộc Tập đoàn Điện lực Việt Nam, trước ngày giải phóng có tên là Nha Chuyển vận phân phối và được tiếp quản nguyên vẹn vào ngày 30/4/1975. Ngày 15/9/1976 Công ty Truyền tải điện 4 ra đời trên cơ sở tách ra từ Nha Chuyển vận phân phối cũ để thực hiện nhiệm vụ chuyên ngành: Quản lý, vận hành lưới điện cao thế từ 66 kV trở lên trên địa bàn các tỉnh, thành phố phía Nam, theo quyết định số 1878/QĐ/TCCB.3 của Bộ Điện và Than. Ngày 04/03/1995 Bộ Năng lượng ban hành quyết định số 105/NL/TCCB-LĐ về việc thành lập Công ty Truyền tải điện 4 trực thuộc Tổng Công ty điện lực Việt Nam kể từ ngày 01/04/1995 trên cơ sở cơ cấu tổ chức của Sở Truyền tải điện đương thời. Ngày 27/06/2008 Tổng Công ty Truyền tải điện Quốc gia ban hành quyết định số 087/QĐ-NPT về việc thành lập Công ty Truyền tải điện 4 trực thuộc Tổng Công ty Truyền tải điện Quốc gia kể từ ngày 01/07/2008 trên cơ sở Công ty Truyền tải điện 4 trực thuộc Tập đoàn Điện lực Việt Nam. Thông tin chi tiết tại: http://ptc4.npt.evn.vn/",,,PRODUCT,VIETNAM,"['Số 413 Đường Song hành Xa lộ Hà Nội, Khu phố 52, Phường Thủ Đức, Tp.HCM']",,,"Company Name: Công Ty Truyền Tải Điện 4. Type: Product. Industry: Điện/Điện tử. Size: 50-150 employees. Country: Vietnam. Location: Số 413 Đường Song hành Xa lộ Hà Nội, Khu phố 52, Phường Thủ Đức, Tp.HCM. Description: Công ty Truyền tải điện 4 là đơn vị thành viên của Tổng Công ty Truyền tải điện Quốc gia thuộc Tập đoàn Điện lực Việt Nam, trước ngày giải phóng có tên là Nha Chuyển vận phân phối và được tiếp quản nguyên vẹn vào ngày 30/4/1975. Ngày 15/9/1976 Công ty Truyền tải điện 4 ra đời trên cơ sở tách ra từ Nha Chuyển vận phân phối cũ để thực hiện nhiệm vụ chuyên ngành: Quản lý, vận hành lưới điện cao thế từ 66 kV trở lên trên địa bàn các tỉnh, thành phố phía Nam, theo quyết định số 1878/QĐ/TCCB.3 của Bộ Điện và Than. Ngày 04/03/1995 Bộ Năng lượng ban hành quyết định số 105/NL/TCCB-LĐ về việc thành lập Công ty Truyền tải điện 4 trực thuộc Tổng Công ty điện lực Việt Nam kể từ ngày 01/04/1995 trên cơ sở cơ cấu tổ chức của Sở Truyền tải điện đương thời. Ngày 27/06/2008 Tổng Công ty Truyền tải điện Quốc gia ban hành quyết định số 087/QĐ-NPT về việc thành lập Công ty Truyền tải điện 4 trực thuộc Tổng Công ty Truyền tải điện Quốc gia kể từ ngày 01/07/2008 trên cơ sở Công ty Truyền tải điện 4 trực thuộc Tập đoàn Điện lực Việt Nam. Thông tin chi tiết tại: http://ptc4.npt.evn.vn/.",['Thưởng: - Mức lương theo quy định của Tập đoàn Điện lực Việt Nam và của EVNNPT.']
148,2026-08-05 08:43:11.050575,2026-08-05 08:44:40.366277,DXC Luxoft Vietnam,Software Development Outsourcing,1000+ employees,"Etown 5, 364 Cong Hoa, Ho Chi Minh","Delivering excellence for our customers and colleagues Join our global talent team to deliver Next-Gen Technologies & Solutions DXC Technology is a Fortune 500 global IT services leader. Our more than 130,000 people in 70-plus countries are entrusted by our customers to deliver what matters most. We use the power of technology to deliver mission critical IT services across the Enterprise Technology Stack to drive business impact. DXC is an employer of choice with strong values, and fosters a culture of inclusion, belonging and corporate citizenship. We are a Tier 1 IT company in Vietnam servicing global customers and the domestic market with a large range of solutions and services. We specialize in both next-gen and cutting-edge solutions in areas such as Mobility, AI, modernization of existing legacy applications in Commerce, Insurance, Healthcare and Life Sciences, etc. Would you like to be part of an amazing team delivering many of the world's most challenging and complex business and IT as well as in a global leading IT company in Vietnam? SHAPE YOUR BRIGHT CAREER @ DXC VIETNAM! We Are DXC Delivering eXcellence for our Customers and Colleagues",https://careers.dxc.com/apac/vi,Join DXC Vietnam to turbocharge your professional development,OUTSOURCING,UNITED_STATES,"['Etown 5, 364 Cong Hoa, Quận Tân Bình, Hồ Chí Minh']",Monday - Friday,Extra salary for OT,"Company Name: DXC Luxoft Vietnam. Slogan: Join DXC Vietnam to turbocharge your professional development. Type: Outsourcing. Industry: Software Development Outsourcing. Size: 1000+ employees. Country: United States. Location: Etown 5, 364 Cong Hoa, Ho Chi Minh. Working Days: Monday - Friday. Overtime Policy: Extra salary for OT. Description: Delivering excellence for our customers and colleagues Join our global talent team to deliver Next-Gen Technologies & Solutions DXC Technology is a Fortune 500 global IT services leader. Our more than 130,000 people in 70-plus countries are entrusted by our customers to deliver what matters most. We use the power of technology to deliver mission critical IT services across the Enterprise Technology Stack to drive business impact. DXC is an employer of choice with strong values, and fosters a culture of inclusion, belonging and corporate citizenship. We are a Tier 1 IT company in Vietnam servicing global customers and the domestic market with a large range of solutions and services. We specialize in both next-gen and cutting-edge solutions in areas such as Mobility, AI, modernization of existing legacy applications in Commerce, Insurance, Healthcare and Life Sciences, etc. Would you like to be part of an amazing team delivering many of the world's most challenging and complex business and IT as well as in a global leading IT company in Vietnam? SHAPE YOUR BRIGHT CAREER @ DXC VIETNAM! We Are DXC Delivering eXcellence for our Customers and Colleagues.","['Leading in Next-Gen Technologies & Solutions', 'Opportunities to work in Overseas Assignments', 'Reward your excellence by our Recognition Programs', 'A Great Place to Work:We provide our associates a range of programs in the workplace to help maintain healthy and work life balance (Sport/Tournaments/Yoga, Music Band, etc.).', 'Various Recreation Activities:We offer our associates a great number of recreation activities through-out the year include sports, yoga practices, internal contest, etc. which greatly promote the unity and team spirit (DXC Amazing Race, DXC Got Talent, etc.)', 'Extra Healthcare & Insurance Programs:We wish to bring our associates the best for their health by offering superior benefits that support health and wellness.', 'Incentive for Learning Achievement:We encourage our associates to strive for more learning achievements with the attractive incentive programs (Technical/ English Incentive Awards, etc.)', 'Recognition Award Programs:We always acknowledge the significant contributions of our associates who constantly deliver greater value to our clients and contribute significantly to the growth of the company by the attractive recognition awards (Quarterly Recognition Awards, Global Recognition Program etc.)', 'TechUP Program:A frame work to foster digital technology engagements through 6 key activities that inspire, connect, educate, build, give and inform.', 'Training & Development:Our global environment promotes lifelong learning. We invest in both infrastructure and content to ensure that employees all over the world have access to high-quality learning opportunities through DXC University & extensive Training Workshops which are regularly organized weekly.', 'Overseas Transfer Program:A great number of our associates have been selected to work with our clients in the United States, Australia, UK, Dubai, Japan, Singapore, etc. This is really a great opportunity for our associates to fully improve their understanding and outlook of other cultures, global life style, and enabling them to develop a truly global vision and gain a rich perspective of experience life-changing insights.', 'Corporate Responsibility:We have demonstrated our full commitment to sharing and building the local community by organizing a wide range of charity activities in Vietnam throughout the year (Charity visits, Fun Run, Blood Donation, Disaster relief efforts, House Donation, etc.)']"
